## ------------------------------------------------------------------------------------------------
## T2K Run 1-4 Numu-Disappearance Analysis -2dlnL Data ##
## Contents of this file include: 
##  (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal Hierarchy
##  (2) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{32} Normal Hierarchy
##  (3) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Inverted Hierarchy
##  (4) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{13} Inverted Hierarchy
##  (5) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{32}) Normal Hierarchy
##  (6) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{13}) Inverted Hierarchy
##  (7) 68% CL Feldman-Cousins Contours, Normal Hierarchy
##  (8) 90% CL Feldman-Cousins Contours, Normal Hierarchy
##  (9) 68% CL Feldman-Cousins Contours, Inverted Hierarchy
## (10) 90% CL Feldman-Cousins Contours, Inverted Hierarchy
## ------------------------------------------------------------------------------------------------
## (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal ##
## ------------------------------------------------------------------------------------------------
\sin^{2}(\theta_{23})	-2\Delta\lnL
0.318 	26.5643728551
0.319 	26.1837351469
0.32 	25.8061528494
0.321 	25.4316619632
0.322 	25.0602010705
0.323 	24.6917728522
0.324 	24.3264793534
0.325 	23.9642420687
0.326 	23.6050067953
0.327 	23.2489945768
0.328 	22.8959287625
0.329 	22.5459673818
0.33 	22.1991312418
0.331 	21.8552695428
0.332 	21.5145686314
0.333 	21.1769526501
0.334 	20.8424676957
0.335 	20.5109781175
0.336 	20.1826628592
0.337 	19.8573919576
0.338 	19.5352098009
0.339 	19.2160643092
0.34 	18.9000499177
0.341 	18.5871196338
0.342 	18.2772722691
0.343 	17.9705063894
0.344 	17.6668203094
0.345 	17.3662120922
0.346 	17.0686795476
0.347 	16.774220223
0.348 	16.4828314163
0.349 	16.194510159
0.35 	15.9092532208
0.351 	15.6270571079
0.352 	15.3480492871
0.353 	15.0718320398
0.354 	14.7987947529
0.355 	14.5288016222
0.356 	14.2618477983
0.357 	13.9979281548
0.358 	13.7370372874
0.359 	13.4791695064
0.36 	13.2244873302
0.361 	12.9724790484
0.362 	12.7236435755
0.363 	12.4778055952
0.364 	12.2349579936
0.365 	11.9950933579
0.366 	11.7582039834
0.367 	11.5242818709
0.368 	11.2934860908
0.369 	11.0654771076
0.37 	10.8402346517
0.371 	10.6180956364
0.372 	10.3988794063
0.373 	10.1825761602
0.374 	9.96917579191
0.375 	9.75866788965
0.376 	9.5510417344
0.377 	9.34628629923
0.378 	9.14439024885
0.379 	8.94534193721
0.38 	8.74912940913
0.381 	8.55574039807
0.382 	8.36516232631
0.383 	8.1773823037
0.384 	7.99263930212
0.385 	7.81038899172
0.386 	7.63095153114
0.387 	7.45422972205
0.388 	7.28023721873
0.389 	7.10895848016
0.39 	6.94037860146
0.391 	6.77448233369
0.392 	6.61125394762
0.393 	6.45067752951
0.394 	6.29273648041
0.395 	6.13741294121
0.396 	5.98469445444
0.397 	5.83455879633
0.398 	5.68696574534
0.399 	5.54194400108
0.4 	5.39944436036
0.401 	5.25947273483
0.402 	5.12202697859
0.403 	4.98702193319
0.404 	4.85422104225
0.405 	4.7243603593
0.406 	4.5966640909
0.407 	4.47134206694
0.408 	4.34841989596
0.409 	4.22781883936
0.41 	4.10958605813
0.411 	3.99371638827
0.412 	3.88004806513
0.413 	3.76868985008
0.414 	3.65961325741
0.415 	3.55250487445
0.416 	3.44782608476
0.417 	3.34532817926
0.418 	3.24498826662
0.419 	3.14696393461
0.42 	3.05086749896
0.421 	2.95686028516
0.422 	2.86491738075
0.423 	2.77501471968
0.424 	2.68695756137
0.425 	2.60106486202
0.426 	2.5173039208
0.427 	2.43532005479
0.428 	2.35525232623
0.429 	2.27711364463
0.43 	2.20079251401
0.431 	2.12632829612
0.432 	2.05368321636
0.433 	1.98283115095
0.434 	1.91374313048
0.435 	1.84639584791
0.436 	1.7807659524
0.437 	1.71681909078
0.438 	1.65451819554
0.439 	1.59387788911
0.44 	1.53484945677
0.441 	1.4774064961
0.442 	1.42152337079
0.443 	1.36717389437
0.444 	1.31435167569
0.445 	1.26299462457
0.446 	1.21308604537
0.447 	1.16461074522
0.448 	1.11754370373
0.449 	1.07185153356
0.45 	1.02751107052
0.451 	0.984495563117
0.452 	0.942798087574
0.453 	0.902345886672
0.454 	0.86315987206
0.455 	0.825197973114
0.456 	0.788436197092
0.457 	0.752849308833
0.458 	0.718412726646
0.459 	0.685102394049
0.46 	0.652910850795
0.461 	0.621759992458
0.462 	0.591698274276
0.463 	0.562647973584
0.464 	0.534601693995
0.465 	0.507538923793
0.466 	0.48142230702
0.467 	0.456272531102
0.468 	0.432019539373
0.469 	0.40866846735
0.47 	0.386177508636
0.471 	0.364529527107
0.472 	0.343716998135
0.473 	0.323711089184
0.474 	0.304492165572
0.475 	0.286040287185
0.476 	0.26833559961
0.477 	0.251358904863
0.478 	0.235092200209
0.479 	0.219515480687
0.48 	0.204611671517
0.481 	0.190362251602
0.482 	0.176748850679
0.483 	0.16374874983
0.484 	0.151359687761
0.485 	0.139556826763
0.486 	0.128329263112
0.487 	0.11766363129
0.488 	0.107546702189
0.489 	0.0979482941432
0.49 	0.0888712350938
0.491 	0.0802978422741
0.492 	0.0721855834274
0.493 	0.0645867527755
0.494 	0.0574873705491
0.495 	0.0508246363991
0.496 	0.0445979406716
0.497 	0.0388112218097
0.498 	0.03345626799
0.499 	0.028498319909
0.5 	0.0240102243699
0.501 	0.0198727520881
0.502 	0.0161640222896
0.503 	0.012849817801
0.504 	0.00992475055341
0.505 	0.00738403208129
0.506 	0.00522347392871
0.507 	0.00343947829947
0.508 	0.00202906300433
0.509 	0.000989890718984
0.51 	0.000320189183867
0.511 	1.87857124274e-05
0.511320085852 	0.0
0.512 	8.51405334288e-05
0.513 	0.000519322663195
0.514 	0.00132200956909
0.515 	0.00249448899126
0.516 	0.00403865610451
0.517 	0.00595704051943
0.518 	0.00825268884614
0.519 	0.0109294088898
0.52 	0.0139914480494
0.521 	0.017443749206
0.522 	0.0212919023149
0.523 	0.0255418177574
0.524 	0.0302003906268
0.525 	0.0352748082364
0.526 	0.0407730133729
0.527 	0.0467034179781
0.528 	0.0530750406992
0.529 	0.0598974659601
0.53 	0.067268989153
0.531 	0.0749358896189
0.532 	0.0831738067623
0.533 	0.0919064716209
0.534 	0.101146104915
0.535 	0.110948542961
0.536 	0.121238134474
0.537 	0.132100471727
0.538 	0.143439953543
0.539 	0.155417908691
0.54 	0.167987692997
0.541 	0.181165149379
0.542 	0.194966614952
0.543 	0.209408882569
0.544 	0.224599860498
0.545 	0.240285188698
0.546 	0.256755007465
0.547 	0.27393718754
0.548 	0.291850647458
0.549 	0.310514742193
0.55 	0.330038346265
0.551 	0.35017412579
0.552 	0.371209924205
0.553 	0.39307750162
0.554 	0.41579799161
0.555 	0.439392890297
0.556 	0.463884013318
0.557 	0.489293483886
0.558 	0.51564372
0.559 	0.543035652479
0.56 	0.571336685176
0.561 	0.600647447991
0.562 	0.631007925012
0.563 	0.662410211196
0.564 	0.694893028913
0.565 	0.728480134491
0.566 	0.763091146744
0.567 	0.799067161549
0.568 	0.836117435795
0.569 	0.874368322156
0.57 	0.913849617341
0.571 	0.954583289126
0.572 	0.996596286794
0.573 	1.03991393322
0.574 	1.08457351531
0.575 	1.13057778071
0.576 	1.17796204789
0.577 	1.22674266835
0.578 	1.27696791373
0.579 	1.32865696151
0.58 	1.38182246971
0.581 	1.43648976324
0.582 	1.49269980171
0.583 	1.55047056855
0.584 	1.6098276889
0.585 	1.6707959582
0.586 	1.73340194696
0.587 	1.79767442946
0.588 	1.86363598684
0.589 	1.93131273156
0.59 	2.00073022186
0.591 	2.07191365743
0.592 	2.14488894042
0.593 	2.21966449322
0.594 	2.29629688871
0.595 	2.37462139736
0.596 	2.45500974143
0.597 	2.53749083162
0.598 	2.62172934016
0.599 	2.70793064735
0.6 	2.79618546204
0.601 	2.8861761061
0.602 	2.97842320567
0.603 	3.07273036703
0.604 	3.16912097082
0.605 	3.26778423325
0.606 	3.36848006029
0.607 	3.47125996954
0.608 	3.57621502273
0.609 	3.68338109144
0.61 	3.79275147065
0.611 	3.90436459683
0.612 	4.01824013513
0.613 	4.13439942073
0.614 	4.2528040296
0.615 	4.37365214614
0.616 	4.49678736098
0.617 	4.62227831863
0.618 	4.7501643775
0.619 	4.88045781169
0.62 	5.01317801059
0.621 	5.14834176708
0.622 	5.28571501865
0.623 	5.42582377336
0.624 	5.56869843462
0.625 	5.7138265593
0.626 	5.86122354498
0.627 	6.01144020943
0.628 	6.16422728705
0.629 	6.31960154758
0.63 	6.47757946052
0.631 	6.63817718894
0.632 	6.80167387274
0.633 	6.96755888628
0.634 	7.13610993958
0.635 	7.30734147075
0.636 	7.4812679388
0.637 	7.65790592907
0.638 	7.83726803511
0.639 	8.01936807618
0.64 	8.20421955395
0.641 	8.39157991282
0.642 	8.58197415835
0.643 	8.77515806464
0.644 	8.97114380161
0.645 	9.1699431777
0.646 	9.37156772503
0.647 	9.57602865923
0.648 	9.78333686239
0.649 	9.99350298399
0.65 	10.2065373175
0.651 	10.4224498432
0.652 	10.6412502617
0.653 	10.8629479648
0.654 	11.0875520274
0.655 	11.3150712675
0.656 	11.5455141747
0.657 	11.778888952
0.658 	12.0152035088
0.659 	12.2544654658
0.66 	12.4968437212
0.661 	12.7420230046
0.662 	12.9901663183
0.663 	13.2411294824
0.664 	13.4952325883
0.665 	13.7524789489
0.666 	14.0125669593
0.667 	14.275486566
0.668 	14.5417071868
0.669 	14.8106625713
0.67 	15.0827669705
0.671 	15.3580163589
0.672 	15.6361662397
0.673 	15.9171960913
0.674 	16.2013902123
0.675 	16.4886154419
0.676 	16.7788747167
0.677 	17.0722693302
0.678 	17.3685059174
0.679 	17.6678824401
0.68 	17.9703022586
0.681 	18.2757670674
0.682 	18.5843400391
0.683 	18.8958372
0.684 	19.2104446808
0.685 	19.5281524594
0.686 	19.8488391522
0.687 	20.1725932736
0.688 	20.4994052609
0.689 	20.8292279122
0.69 	21.1622157863
0.691 	21.4982165201
0.692 	21.837151605
0.693 	22.1792002054
0.694 	22.5242352876
0.695 	22.8724434296
0.696 	23.2235546323
0.697 	23.5779283813
0.698 	23.9350342037
0.699 	24.2953635782
0.7 	24.658743662
## ------------------------------------------------------------------------------------------------
## (4) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{13} Inverted ##
## ------------------------------------------------------------------------------------------------
\Delta{m}^{2}_{13}	-2\Delta\lnL
0.002 	18.7634688947
0.002005 	18.3782039475
0.00201 	17.9966475059
0.002015 	17.6187953386
0.00202 	17.2446822343
0.002025 	16.8743088297
0.00203 	16.5076785497
0.002035 	16.1447985146
0.00204 	15.7856542497
0.002045 	15.4302955298
0.00205 	15.0787130313
0.002055 	14.7309152907
0.00206 	14.3869108971
0.002065 	14.0468608491
0.00207 	13.7103168108
0.002075 	13.3777446236
0.00208 	13.0491390918
0.002085 	12.7242326712
0.00209 	12.4030342209
0.002095 	12.0858301216
0.0021 	11.7724898797
0.002105 	11.4630251383
0.00211 	11.1574422745
0.002115 	10.8557535124
0.00212 	10.5580413643
0.002125 	10.2640946118
0.00213 	9.9741442453
0.002135 	9.68812664668
0.00214 	9.40605199652
0.002145 	9.12797857528
0.00215 	8.85377292837
0.002155 	8.58361982266
0.00216 	8.31739045638
0.002165 	8.05520443404
0.00217 	7.79700133846
0.002175 	7.54283143562
0.00218 	7.29266810319
0.002185 	7.04656004499
0.00219 	6.80450321816
0.002195 	6.56649755448
0.0022 	6.33255463572
0.002205 	6.10271000649
0.00221 	5.87698294743
0.002215 	5.65531640762
0.00222 	5.43779076421
0.002225 	5.22442389615
0.00223 	5.01513244088
0.002235 	4.81002370372
0.00224 	4.60911336964
0.002245 	4.41230126961
0.00225 	4.21970797121
0.002255 	4.03130832153
0.00226 	3.84711235999
0.002265 	3.66713025207
0.00227 	3.49137204666
0.002275 	3.31989576794
0.00228 	3.1525665365
0.002285 	2.98953828127
0.00229 	2.83077199792
0.002295 	2.67627659843
0.0023 	2.52606072456
0.002305 	2.3801327353
0.00231 	2.23858528538
0.002315 	2.10117235909
0.00232 	1.96815516885
0.002325 	1.83945649404
0.00233 	1.7150823354
0.002335 	1.59504018887
0.00234 	1.47943681046
0.002345 	1.36797336005
0.00235 	1.26105004571
0.002355 	1.15830088809
0.00236 	1.05999964069
0.002365 	0.966060810435
0.00237 	0.876488236283
0.002375 	0.791285368444
0.00238 	0.710455264552
0.002385 	0.634000584763
0.00239 	0.561923585585
0.002395 	0.494226111322
0.0024 	0.430909581787
0.002405 	0.371974974225
0.00241 	0.317422793368
0.002415 	0.267253026365
0.00242 	0.221465066939
0.002425 	0.180057588959
0.00243 	0.143028326331
0.002435 	0.110373664946
0.00244 	0.0820878501124
0.002445 	0.0581613082159
0.00245 	0.0385767357141
0.002455 	0.0232987413672
0.00246 	0.012242203389
0.002465 	0.00516737207795
0.00247 	0.00143917171727
0.002475 	7.06857485966e-05
0.0024765199198 	0.0
0.00248 	0.000344707360227
0.002485 	0.00198633134642
0.00249 	0.00502921913767
0.002495 	0.00984082772152
0.0025 	0.017250048689
0.002505 	0.0282072464565
0.00251 	0.043221482274
0.002515 	0.0624670027173
0.00252 	0.0860048006871
0.002525 	0.113856504885
0.00253 	0.146030008519
0.002535 	0.182526955759
0.00254 	0.223345836
0.002545 	0.26848334731
0.00255 	0.317935058137
0.002555 	0.371714306512
0.00256 	0.429781120204
0.002565 	0.492145041633
0.00257 	0.558771399695
0.002575 	0.629705549874
0.00258 	0.704931986086
0.002585 	0.784406183797
0.00259 	0.868140772759
0.002595 	0.956127816831
0.0026 	1.04835847674
0.002605 	1.14482344396
0.00261 	1.24551381807
0.002615 	1.35042227563
0.00262 	1.45960740772
0.002625 	1.57284563084
0.00263 	1.69042604717
0.002635 	1.81210134074
0.00264 	1.93794229202
0.002645 	2.06793357027
0.00265 	2.20207145456
0.002655 	2.34034182867
0.00266 	2.4826113932
0.002665 	2.60867447225
0.00267 	2.75566824313
0.002675 	2.90664883048
0.00268 	3.06155927361
0.002685 	3.22033653822
0.00269 	3.38323610248
0.002695 	3.55026090665
0.0027 	3.72086788689
0.002705 	3.89559593776
0.00271 	4.07418213524
0.002715 	4.25671365362
0.00272 	4.44308121133
0.002725 	4.63334306994
0.00273 	4.82743731475
0.002735 	5.02536565684
0.00274 	5.22711669922
0.002745 	5.43287691874
0.00275 	5.64196965344
0.002755 	5.85513234432
0.00276 	6.07197283603
0.002765 	6.29263521308
0.00277 	6.51725391009
0.002775 	6.74509952596
0.00278 	6.97714442527
0.002785 	7.21238771565
0.00279 	7.45155675073
0.002795 	7.69438372602
0.0028 	7.94086108163
0.002805 	8.19097519696
0.00281 	8.44471338039
0.002815 	8.70233418194
0.00282 	8.96291839766
0.002825 	9.22779402609
0.00283 	9.49589592477
0.002835 	9.76753989318
0.00284 	10.0424884746
0.002845 	10.3212218663
0.00285 	10.6034754826
0.002855 	10.8892248544
0.00286 	11.1784369352
0.002865 	11.4711234357
0.00287 	11.7673312665
0.002875 	12.0669981217
0.00288 	12.370179922
0.002885 	12.6766611332
0.00289 	12.9870231725
0.002895 	13.300139899
0.0029 	13.6169268801
0.002905 	13.9370167436
0.00291 	14.2608901187
0.002915 	14.5874389164
0.00292 	14.9177070279
0.002925 	15.2513171404
0.00293 	15.5883945273
0.002935 	15.9285167034
0.00294 	16.2720827647
0.002945 	16.6193450911
0.00295 	16.9692284267
0.002955 	17.322504605
0.00296 	17.6792840056
0.002965 	18.0395085564
0.00297 	18.4022601321
0.002975 	18.7686404529
0.00298 	19.1386402404
0.002985 	19.5111766915
0.00299 	19.887203013
0.002995 	20.2661344696
0.003 	20.6484374621
0.003005 	21.0338872949
0.00301 	21.4228189681
0.003015 	21.8145360341
0.00302 	22.2089565433
0.003025 	22.6070518578
0.00303 	23.0078071457
0.003035 	23.4119124348
0.00304 	23.8188973641
0.003045 	24.2290018468
0.00305 	24.6423843805
0.003055 	25.0584748238
0.00306 	25.4773013929
0.003065 	25.8996301367
0.00307 	26.3246092175
0.003075 	26.7522985054
0.00308 	27.1834051068
0.003085 	27.6168965197
0.00309 	28.0535237549
0.003095 	28.4930121561
0.0031 	28.9355226001
0.003105 	29.3806705239
0.00311 	29.8286220206
0.003115 	30.2793701585
0.00312 	30.7328784322
0.003125 	31.189156771
0.00313 	31.6480075616
0.003135 	32.1099044757
0.00314 	32.5742421164
0.003145 	33.0412502661
0.00315 	33.5108840037
0.003155 	33.9832972006
0.00316 	34.458192658
0.003165 	34.935621663
0.00317 	35.4157138048
0.003175 	35.898413388
0.00318 	36.3836349249
0.003185 	36.8712276408
0.00319 	37.3613917419
0.003195 	37.8540524238
0.0032 	38.3490513125
0.003205 	38.8464823715
0.00321 	39.3462960954
0.003215 	39.8483993369
0.00322 	40.3528691719
0.003225 	40.8597211262
0.00323 	41.3687140916
0.003235 	41.879759356
0.00324 	42.392813579
0.003245 	42.908242066
0.00325 	43.427213265
0.003255 	43.9454404172
0.00326 	44.467158397
0.003265 	44.9912381752
0.00327 	45.517351083
0.003275 	46.0453417484
0.00328 	46.5755564317
0.003285 	47.1077262741
0.00329 	47.6420092209
0.003295 	48.1781117061
0.0033 	48.7163371595
0.003305 	49.2562483389
0.00331 	49.7981593222
0.003315 	50.3419537316
0.00332 	50.8877592629
0.003325 	51.4350459879
0.00333 	51.9842892154
0.003335 	52.5356527707
0.00334 	53.0880756725
0.003345 	53.6425294825
0.00335 	54.199123899
0.003355 	54.7565431781
0.00336 	55.3164889665
0.003365 	55.8777293267
0.00337 	56.4398047246
0.003375 	57.0047424106
0.00338 	57.5700528375
0.003385 	58.1379862562
0.00339 	58.7060530063
0.003395 	59.2772712668
0.0034 	59.8483373919
0.003405 	60.4223074873
0.00341 	60.9959721164
0.003415 	61.5731478545
0.00342 	62.1505137867
0.003425 	62.727879772
0.00343 	63.3079666813
0.003435 	63.8890900285
0.00344 	64.471748292
0.003445 	65.0555458893
0.00345 	65.6422032673
0.003455 	66.2265624669
0.00346 	66.8139142391
0.003465 	67.4024329962
0.00347 	67.9920736168
0.003475 	68.5828129946
0.00348 	69.174631458
0.003485 	69.7673653435
0.00349 	70.3608811209
0.003495 	70.9553833705
0.0035 	71.5508640439
0.003505 	72.1473057866
0.00351 	72.7446617121
0.003515 	73.3429285566
0.00352 	73.9421154648
0.003525 	74.5421316728
0.00353 	75.1429960143
0.003535 	75.7450839512
0.00354 	76.3472264562
0.003545 	76.9504688938
0.00355 	77.554684909
0.003555 	78.1598928124
0.00356 	78.7660343236
0.003565 	79.373143472
0.00357 	79.9811972839
0.003575 	80.5901928024
0.00358 	81.2001022115
0.003585 	81.8109876922
0.00359 	83.1145055255
0.003595 	83.7219483346
0.0036 	84.330121218
0.003605 	84.9390070864
0.00361 	85.5485895062
0.003615 	86.1588520471
0.00362 	86.7697782627
0.003625 	87.3813516789
0.00363 	87.9935557951
0.003635 	88.606345765
0.00364 	89.2197900158
0.003645 	89.2050390341
0.00365 	90.4483484496
0.003655 	91.0634577106
0.00366 	91.6790660247
0.003665 	92.2952223831
0.00367 	92.9119053623
0.003675 	93.5290058204
0.00368 	94.1466274399
0.003685 	94.7646472511
0.00369 	95.3831536943
0.003695 	96.0020411329
0.0037 	96.6213264956
0.003705 	97.2409570699
0.00371 	97.8610172608
0.003715 	98.4813880966
0.00372 	99.1020510254
0.003725 	99.7230583313
0.00373 	100.344396209
0.003735 	100.965945103
0.00374 	101.587776393
0.003745 	102.209881768
0.00375 	102.832179989
0.003755 	103.454647846
0.00376 	104.077374704
0.003765 	104.700212767
0.00377 	105.323225895
0.003775 	105.946361822
0.00378 	106.569637142
0.003785 	107.193019222
0.00379 	107.816438849
0.003795 	108.439942448
0.0038 	109.063488848
0.003805 	109.687052445
0.00381 	110.31064091
0.003815 	110.934208175
0.00382 	111.557729278
0.003825 	112.181235173
0.00383 	112.804657967
0.003835 	113.427995174
0.00384 	114.051228048
0.003845 	114.674337795
0.00385 	115.297307261
0.003855 	115.920113761
0.00386 	116.542740649
0.003865 	117.165168236
0.00387 	117.787377208
0.003875 	118.409348877
0.00388 	119.031044707
0.003885 	119.652484333
0.00389 	120.273647891
0.003895 	120.894468442
0.0039 	121.514972045
0.003905 	121.949525657
0.00391 	122.754864484
0.003915 	123.374253379
0.00392 	123.9932132
0.003925 	124.611739442
0.00393 	125.229812013
0.003935 	125.847407366
0.00394 	126.464503888
0.003945 	127.08109054
0.00395 	127.697153266
0.003955 	128.312653309
0.00396 	128.927567306
0.003965 	129.541887473
0.00397 	130.155597105
0.003975 	130.768657371
0.00398 	131.381051039
0.003985 	131.992760354
0.00399 	132.603768084
0.003995 	133.214040595
0.004 	133.823566233
## ------------------------------------------------------------------------------------------------
## (5) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{32}) Normal Hierarchy ##
## NBINSX 100 0.3 0.7 sin^2
## NBINSY  80 2.0e-3 4.0e-3 \Delta{m}^2
## BESTFIT  0.513578453789   0.00250752762473
## ------------------------------------------------------------------------------------------------
\sin^{2}(\theta_{23})	\Delta{m}^{2}_{32}	-2\Delta\lnL
0.3 	0.002 55.3625792407
0.3 	0.002025 53.3796724317
0.3 	0.00205 51.4906649209
0.3 	0.002075 49.6968735987
0.3 	0.0021 47.9995674128
0.3 	0.002125 46.3998376394
0.3 	0.00215 44.8990011605
0.3 	0.002175 43.4977330561
0.3 	0.0022 42.197181006
0.3 	0.002225 40.9980514815
0.3 	0.00225 39.9011096441
0.3 	0.002275 38.9069025862
0.3 	0.0023 38.0158973921
0.3 	0.002325 37.2284557342
0.3 	0.00235 36.54474659
0.3 	0.002375 35.9648176415
0.3 	0.0024 35.4860736947
0.3 	0.002425 35.1079302857
0.3 	0.00245 34.8267327619
0.3 	0.002475 34.6360951225
0.3 	0.0025 34.5307762083
0.3 	0.002525 34.5124708883
0.3 	0.00255 34.5874988002
0.3 	0.002575 34.7596520185
0.3 	0.0026 35.0296121358
0.3 	0.002625 35.397151068
0.3 	0.00265 35.8612876555
0.3 	0.002675 36.420981821
0.3 	0.0027 37.0750243413
0.3 	0.002725 37.8220373531
0.3 	0.00275 38.6605935253
0.3 	0.002775 39.5890496477
0.3 	0.0028 40.6058179576
0.3 	0.002825 41.7089858879
0.3 	0.00285 42.8969164041
0.3 	0.002875 44.1676029813
0.3 	0.0029 45.5188992474
0.3 	0.002925 46.949043993
0.3 	0.00295 48.4556727381
0.3 	0.002975 50.0366973339
0.3 	0.003 51.6897339037
0.3 	0.003025 53.4126794643
0.3 	0.00305 55.2030762884
0.3 	0.003075 57.058527316
0.3 	0.0031 58.9765869392
0.3 	0.003125 60.9547623407
0.3 	0.00315 62.9904745961
0.3 	0.003175 65.0811726308
0.3 	0.0032 67.2242047735
0.3 	0.003225 69.4168869469
0.3 	0.00325 71.656566921
0.3 	0.003275 73.9403905355
0.3 	0.0033 76.2656349666
0.3 	0.003325 78.6302057221
0.3 	0.00335 81.0334228989
0.3 	0.003375 83.4730731169
0.3 	0.0034 85.9466843134
0.3 	0.003425 88.4520650346
0.3 	0.00345 90.9868040571
0.3 	0.003475 93.548522091
0.3 	0.0035 96.1349024941
0.3 	0.003525 98.7435941562
0.3 	0.00355 101.372250175
0.3 	0.003575 104.018506857
0.3 	0.0036 106.680030906
0.3 	0.003625 109.354425732
0.3 	0.00365 112.039295193
0.3 	0.003675 114.732078706
0.3 	0.0037 117.430073697
0.3 	0.003725 120.130048824
0.3 	0.00375 122.826997249
0.3 	0.003775 125.510261951
0.3 	0.0038 128.148584846
0.3 	0.003825 130.682419192
0.3 	0.00385 133.075388875
0.3 	0.003875 135.328809529
0.3 	0.0039 137.454487203
0.3 	0.003925 139.464255572
0.3 	0.00395 141.368443463
0.3 	0.003975 143.175730222
0.3 	0.004 144.893788948
0.304 	0.002 53.7808388211
0.304 	0.002025 51.7872309905
0.304 	0.00205 49.8878497386
0.304 	0.002075 48.0840268649
0.304 	0.0021 46.3770484355
0.304 	0.002125 44.7680879873
0.304 	0.00215 43.2582565176
0.304 	0.002175 41.8486807804
0.304 	0.0022 40.5400840567
0.304 	0.002225 39.3334158104
0.304 	0.00225 38.2293925356
0.304 	0.002275 37.2286303185
0.304 	0.0023 36.3316357888
0.304 	0.002325 35.538919903
0.304 	0.00235 34.8495521074
0.304 	0.002375 34.2624059213
0.304 	0.0024 33.7772690377
0.304 	0.002425 33.3933223226
0.304 	0.00245 33.1078246879
0.304 	0.002475 32.9135868553
0.304 	0.0025 32.8061558744
0.304 	0.002525 32.7827274017
0.304 	0.00255 32.8542704925
0.304 	0.002575 33.0236146007
0.304 	0.0026 33.2917269833
0.304 	0.002625 33.6581494143
0.304 	0.00265 34.1219906834
0.304 	0.002675 34.6823946304
0.304 	0.0027 35.3379122383
0.304 	0.002725 36.0872945622
0.304 	0.00275 36.9290260364
0.304 	0.002775 37.8616220341
0.304 	0.0028 38.8832032427
0.304 	0.002825 39.9921915519
0.304 	0.00285 41.1866747322
0.304 	0.002875 42.4645786606
0.304 	0.0029 43.824137257
0.304 	0.002925 45.2631289806
0.304 	0.00295 46.7793625374
0.304 	0.002975 48.3707738183
0.304 	0.003 50.0350203381
0.304 	0.003025 51.7698031603
0.304 	0.00305 53.5727812731
0.304 	0.003075 55.4414213859
0.304 	0.0031 57.3733718484
0.304 	0.003125 59.3660755908
0.304 	0.00315 61.4169782822
0.304 	0.003175 63.5235182131
0.304 	0.0032 65.6829818887
0.304 	0.003225 67.8926636784
0.304 	0.00325 70.1499330481
0.304 	0.003275 72.4519764167
0.304 	0.0033 74.7959829783
0.304 	0.003325 77.1793301542
0.304 	0.00335 79.599077487
0.304 	0.003375 82.0555282013
0.304 	0.0034 84.5462810282
0.304 	0.003425 87.0691275531
0.304 	0.00345 89.6216377891
0.304 	0.003475 92.2014500673
0.304 	0.0035 94.8062084965
0.304 	0.003525 97.4335575625
0.304 	0.00355 100.081155864
0.304 	0.003575 102.746643413
0.304 	0.0036 105.427674891
0.304 	0.003625 108.121883775
0.304 	0.00365 110.826880044
0.304 	0.003675 113.540241589
0.304 	0.0037 116.259367744
0.304 	0.003725 118.981463006
0.304 	0.00375 121.702969739
0.304 	0.003775 124.417946145
0.304 	0.0038 127.111203006
0.304 	0.003825 129.738789104
0.304 	0.00385 132.239098468
0.304 	0.003875 134.591413094
0.304 	0.0039 136.80430386
0.304 	0.003925 138.890979539
0.304 	0.00395 140.863449261
0.304 	0.003975 142.731885747
0.304 	0.004 144.504959089
0.308 	0.002 52.2441058456
0.308 	0.002025 50.2404242811
0.308 	0.00205 48.3312736084
0.308 	0.002075 46.5181537859
0.308 	0.0021 44.8020359048
0.308 	0.002125 43.1843087609
0.308 	0.00215 41.6661164718
0.308 	0.002175 40.2485703384
0.308 	0.0022 38.9323133006
0.308 	0.002225 37.7185907976
0.308 	0.00225 36.6078846272
0.308 	0.002275 35.6009496182
0.308 	0.0023 34.6983884939
0.308 	0.002325 33.8988876815
0.308 	0.00235 33.2018188714
0.308 	0.002375 32.6074012569
0.308 	0.0024 32.1158445003
0.308 	0.002425 31.7263443513
0.308 	0.00245 31.4358865253
0.308 	0.002475 31.2378406222
0.308 	0.0025 31.1257173891
0.308 	0.002525 31.1003255071
0.308 	0.00255 31.1685725768
0.308 	0.002575 31.3352395329
0.308 	0.0026 31.6014513686
0.308 	0.002625 31.9668519069
0.308 	0.00265 32.4305433104
0.308 	0.002675 32.9915541131
0.308 	0.0027 33.648569186
0.308 	0.002725 34.4003155757
0.308 	0.00275 35.2452163732
0.308 	0.002775 36.181741876
